timestamp,seconds,minutes,hours,day,month,year,co2,co,PM1,PM2,light,temp in c,pressure,humidity
1680113887.51968,53,13,14,29,3,2023,604.1665649414062,0.09,2.7,2.2,49.7664,21.7601334605366,974.6340929878148,24.03400347984768
1680113891.1700175,57,13,14,29,3,2023,603.688232421875,0.09,2.7,2.2,49.7664,21.770265127369203,974.6771256917149,24.050576472363893
1680113894.8162353,0,14,14,29,3,2023,nan,0.09,2.7,2.1,44.2368,21.770265127369203,974.6771256917149,24.066815961285517
1680113898.4618921,4,14,14,29,3,2023,602.005859375,0.10,2.6,2.0,42.3936,21.76519929380738,974.6422507763021,24.116867645647094
1680113902.1111462,8,14,14,29,3,2023,603.1886596679688,0.10,2.6,2.1,42.3936,21.78039679536596,974.7201594215477,24.22669056080193
1680113905.7591295,11,14,14,29,3,2023,nan,0.11,2.7,2.0,44.2368,21.77533096122206,974.5784146011661,24.22116626876587
1680113909.4071577,15,14,14,29,3,2023,602.8631591796875,0.11,2.7,1.9,47.9232,21.785462629800897,974.6481644988572,24.45951393183794
1680113913.055534,19,14,14,29,3,2023,603.41845703125,0.11,2.7,1.9,47.9232,21.795594299543882,974.6377618087815,24.099296859500598
1680113916.7023952,22,14,14,29,3,2023,603.7652587890625,0.10,2.7,1.9,47.9232,21.785462629800897,974.6296042763965,24.027643278882294
1680113920.348067,26,14,14,29,3,2023,603.8877563476562,0.08,3.0,1.9,44.2368,21.795594299543882,974.6911981583778,23.983277930499426
1680113924.0001929,30,14,14,29,3,2023,603.0806884765625,0.09,2.9,1.9,44.2368,21.80066013485193,974.6563222213097,23.972396139217707
1680113927.6458745,33,14,14,29,3,2023,604.2926025390625,0.10,3.0,1.9,44.2368,21.795594299543882,974.6911981583778,23.972228305039913
1680113931.2924542,37,14,14,29,3,2023,604.208740234375,0.11,3.1,1.9,44.2368,21.80572597045102,974.6296042763965,23.994495101333225
1680113934.9409592,41,14,14,29,3,2023,604.1257934570312,0.12,3.2,2.1,46.08,21.795594299543882,974.6110436604353,24.02195134069593
1680113938.5878432,44,14,14,29,3,2023,604.3184814453125,0.11,3.2,2.1,46.08,21.795594299543882,974.6377618087815,24.104821473007647
1680113942.2412026,48,14,14,29,3,2023,604.2164306640625,0.12,3.2,2.1,46.08,21.80066013485193,974.6377618087815,24.126919838492427
1680113945.8905425,52,14,14,29,3,2023,604.8423461914062,0.12,3.3,2.1,46.08,21.80066013485193,974.619201002749,24.204097818179964
1680113949.5388765,55,14,14,29,3,2023,606.2535400390625,0.10,3.3,2.2,49.7664,21.80066013485193,974.6807955746584,24.248293639156024
1680113953.1864243,59,14,14,29,3,2023,605.4093627929688,0.09,3.3,2.2,49.7664,21.795594299543882,974.6377618087815,24.270555760949883
1680113956.8341186,2,15,14,29,3,2023,604.4454956054688,0.09,3.3,2.2,49.7664,21.795594299543882,974.6644799747623,24.270720174687778
1680113960.479546,6,15,14,29,3,2023,603.4207153320312,0.11,3.3,2.1,49.7664,21.795594299543882,974.6110436604353,24.226360730014093
1680113964.1273165,10,15,14,29,3,2023,603.08984375,0.11,3.2,2.2,49.7664,21.80066013485193,974.619201002749,24.13796896810876
1680113967.7739644,13,15,14,29,3,2023,602.20068359375,0.09,3.2,2.2,49.7664,21.80066013485193,974.6459193721632,24.0936057864673
1680113971.4196775,17,15,14,29,3,2023,602.2489624023438,0.10,3.3,2.2,49.7664,21.80572597045102,974.60063980321,24.170950580557044
1680113975.0679662,21,15,14,29,3,2023,602.6410522460938,0.10,3.3,2.2,49.7664,21.80572597045102,974.60063980321,24.11587067345872
1680113978.718856,24,15,14,29,3,2023,601.8887939453125,0.10,3.3,2.1,49.7664,21.795594299543882,974.5843255297237,24.06045748629901
1680113982.3670871,28,15,14,29,3,2023,602.409912109375,0.10,3.2,2.0,47.9232,21.79052846452687,974.5494505474632,24.12156138428689
1680113986.015465,32,15,14,29,3,2023,602.8065185546875,0.11,3.1,2.1,47.9232,21.795594299543882,974.6644799747623,24.121395260402746
1680113989.662112,35,15,14,29,3,2023,602.1516723632812,0.12,3.1,2.1,47.9232,21.80066013485193,974.6726377592124,24.005209610988288
1680113993.314169,39,15,14,29,3,2023,601.1298828125,0.11,3.1,2.1,47.9232,21.80572597045102,974.6540769665404,23.960842692183483
1680113996.9630218,43,15,14,29,3,2023,601.127685546875,0.11,3.2,2.2,46.08,21.795594299543882,974.6703922482718,23.954981602780077
1680114000.6113431,46,15,14,29,3,2023,600.1355590820312,0.11,3.2,2.2,44.2368,21.795594299543882,974.60063980321,23.905592589570663
